name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Karim Alami,MAR,1994,16,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Alami.jpg/330px-Alami.jpg
Guy Forget,FRA,1994,22,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Guy_Forget_%28cropped%29_2.jpg/330px-Guy_Forget_%28cropped%29_2.jpg
Daniel Nestor,CAN,1994,8,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Daniel_Nestor%2C_Canada_vs._The_Netherlands_Davis_Cup_%28Sept._2018%29.jpg/330px-Daniel_Nestor%2C_Canada_vs._The_Netherlands_Davis_Cup_%28Sept._2018%29.jpg
Todd Woodbridge,AUS,1994,15,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Woodbridge_Wimbledon_2004.jpg/330px-Woodbridge_Wimbledon_2004.jpg
Vincent Spadea,USA,1994,11,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Spadea_2009_Delray_2.jpg/330px-Spadea_2009_Delray_2.jpg
Paolo Cane,ITA,1994,6,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Paolo_Can%C3%A8_-_Assoluti_1986%2C_Bari.jpg/330px-Paolo_Can%C3%A8_-_Assoluti_1986%2C_Bari.jpg
Shuzo Matsuoka,JPN,1994,13,15,0,0,https://upload.wikimedia.org/wikipedia/commons/e/eb/Shuzo_Matsuoka.jpg
Boris Becker,GER,1994,50,17,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Boris_Becker_-_240422_174721_%28cropped%29.jpg/330px-Boris_Becker_-_240422_174721_%28cropped%29.jpg
Jan Siemerink,NED,1994,18,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jan_Siemerink.jpg/330px-Jan_Siemerink.jpg
Emilio Sanchez,ESP,1995,13,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Emilio_S%C3%A1nchez_Vicario_%28cropped%29.jpg/330px-Emilio_S%C3%A1nchez_Vicario_%28cropped%29.jpg
Bryan Shelton,USA,1995,11,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Bryan_Shelton_%282023_DC_Open%29_01.jpg/330px-Bryan_Shelton_%282023_DC_Open%29_01.jpg
Thomas Muster,AUT,1995,86,19,12,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/%C3%963-Wecker-Tennis-Challenge_26_10_2016-10_%28cropped%29.jpg/330px-%C3%963-Wecker-Tennis-Challenge_26_10_2016-10_%28cropped%29.jpg
Franco Davin,ARG,1995,4,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Franco_Davin_perfil.jpg/330px-Franco_Davin_perfil.jpg
Cedric Pioline,FRA,1995,27,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Cedric_Pioline_%284998831271%29.jpg/330px-Cedric_Pioline_%284998831271%29.jpg
Christian Ruud,NOR,1995,17,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Christian_Ruud_backhand.jpg/330px-Christian_Ruud_backhand.jpg
Karel Novacek,CZE,1995,13,24,0,0,https://upload.wikimedia.org/wikipedia/commons/4/41/Karel_Novacek_1994.jpg
Alex Corretja,ESP,1995,25,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/%C3%80lex_Corretja_in_2009.jpg/330px-%C3%80lex_Corretja_in_2009.jpg
Fabrice Santoro,FRA,1995,16,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Santoro_Roland_Garros_2009_1.jpg/330px-Santoro_Roland_Garros_2009_1.jpg
Henri Leconte,FRA,1995,8,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Henri_Leconte_%287490786630%29.jpg/330px-Henri_Leconte_%287490786630%29.jpg
Albert Costa,ESP,1995,33,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Albert_Costa_2_%28cropped%29.jpg/330px-Albert_Costa_2_%28cropped%29.jpg
Malivai Washington,USA,1995,28,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/MaliVai_Washington_at_the_2010_US_Open_01.jpg/330px-MaliVai_Washington_at_the_2010_US_Open_01.jpg
Bohdan Ulihrach,CZE,1995,31,20,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Bohdan_Ulihrach_2013.JPG/330px-Bohdan_Ulihrach_2013.JPG
Michael Chang,USA,1995,65,19,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Michael_Chang.jpg/330px-Michael_Chang.jpg
Dick Norman,BEL,1995,9,7,0,0,https://upload.wikimedia.org/wikipedia/commons/7/75/Dick_Norman.jpg
Kenneth Carlsen,DEN,1995,28,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Kenneth_Carlsen_BogForum_Forum_Copenhagen.JPG/330px-Kenneth_Carlsen_BogForum_Forum_Copenhagen.JPG
Leander Paes,IND,1995,9,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Paes_US16_%2811%29_%2829569576630%29.jpg/330px-Paes_US16_%2811%29_%2829569576630%29.jpg
Shuzo Matsuoka,JPN,1995,19,18,0,0,https://upload.wikimedia.org/wikipedia/commons/e/eb/Shuzo_Matsuoka.jpg
Tim Henman,GBR,1995,9,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Tim_Henman_2006_Australian_Open.JPG/330px-Tim_Henman_2006_Australian_Open.JPG
Yevgeny Kafelnikov,RUS,1995,74,32,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg/330px-Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg
Marc Rosset,SUI,1995,40,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/RossetM.jpg/330px-RossetM.jpg
Martin Damm,CZE,1995,15,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Damm_and_Lindstedt_2009_US_Open_01.jpg/330px-Damm_and_Lindstedt_2009_US_Open_01.jpg
Arnaud Boetsch,FRA,1995,46,33,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Arnaud_Boetsch_RG_2005.jpg/330px-Arnaud_Boetsch_RG_2005.jpg
Petr Korda,CZE,1995,27,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Petr_Korda_%282024_US_Open%29_01.jpg/330px-Petr_Korda_%282024_US_Open%29_01.jpg
Jason Stoltenberg,AUS,1995,22,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Roland_Garros_20140531_Jason_Stoltenberg.jpg/330px-Roland_Garros_20140531_Jason_Stoltenberg.jpg
Jacco Eltingh,NED,1995,26,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Jacco_eltingh-1567109346.jpeg/330px-Jacco_eltingh-1567109346.jpeg
Stefan Edberg,SWE,1995,42,20,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Stefan_Edberg_2012-04-25_001.jpg/330px-Stefan_Edberg_2012-04-25_001.jpg
Marcelo Rios,CHI,1995,41,21,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Marcelo_Rios_2004.jpg/330px-Marcelo_Rios_2004.jpg
Richey Reneberg,USA,1995,22,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Richey_Reneberg.png/330px-Richey_Reneberg.png
Jonas Bjorkman,SWE,1995,35,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Jonas_Bj%C3%B6rkman_2014.jpg/330px-Jonas_Bj%C3%B6rkman_2014.jpg
Todd Woodbridge,AUS,1995,32,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Woodbridge_Wimbledon_2004.jpg/330px-Woodbridge_Wimbledon_2004.jpg
Mark Woodforde,AUS,1995,31,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Mark_Woodforde2010.jpg/330px-Mark_Woodforde2010.jpg
Jan Siemerink,NED,1995,38,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jan_Siemerink.jpg/330px-Jan_Siemerink.jpg
Wayne Ferreira,RSA,1995,58,26,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Wayne_Ferreira_ATC2010.jpg/330px-Wayne_Ferreira_ATC2010.jpg
Sjeng Schalken,NED,1995,17,14,1,0,https://upload.wikimedia.org/wikipedia/commons/8/89/Sjeng_Schalken.jpg
Karim Alami,MAR,1995,16,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Alami.jpg/330px-Alami.jpg
Andre Agassi,USA,1995,73,9,7,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Andre_Agassi_%282011%29.jpg/330px-Andre_Agassi_%282011%29.jpg
David Wheaton,USA,1995,28,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/David_Wheaton.jpg/330px-David_Wheaton.jpg
Michael Stich,GER,1995,47,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Michael_Stich_%28cropped%29.jpg/330px-Michael_Stich_%28cropped%29.jpg
Andrei Olhovskiy,RUS,1995,12,21,0,0,https://upload.wikimedia.org/wikipedia/commons/2/23/Olkhovsky_2009.jpg
Mats Wilander,SWE,1995,21,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Eurosport_Studio_Australian_Open_2014_007.jpg/330px-Eurosport_Studio_Australian_Open_2014_007.jpg
Vincent Spadea,USA,1995,21,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Spadea_2009_Delray_2.jpg/330px-Spadea_2009_Delray_2.jpg
Patrick Rafter,AUS,1995,32,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Pat_Rafter_AO_party_15.png/330px-Pat_Rafter_AO_party_15.png
Boris Becker,GER,1995,54,19,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Boris_Becker_-_240422_174721_%28cropped%29.jpg/330px-Boris_Becker_-_240422_174721_%28cropped%29.jpg
Jim Courier,USA,1995,61,22,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Jim_Courier_2007.jpg/330px-Jim_Courier_2007.jpg
Lionel Roux,FRA,1995,16,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lionel_Roux.JPG/330px-Lionel_Roux.JPG
Jakob Hlasek,SUI,1995,34,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/HlasekJ.jpg/330px-HlasekJ.jpg
Aaron Krickstein,USA,1995,16,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Aaron_Krickstein_%281983%29.jpg/330px-Aaron_Krickstein_%281983%29.jpg
Richard Krajicek,NED,1995,41,26,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Richard_Krajicek_%287490710038%29.jpg/330px-Richard_Krajicek_%287490710038%29.jpg
Todd Martin,USA,1995,47,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Todd_Martin_2008.jpg/330px-Todd_Martin_2008.jpg
Goran Ivanisevic,CRO,1995,47,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Goran_Ivanisevic_Vienna_2016.jpg/330px-Goran_Ivanisevic_Vienna_2016.jpg
Anders Jarryd,SWE,1995,13,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Anders_Jarryd.jpg/330px-Anders_Jarryd.jpg
Thomas Enqvist,SWE,1995,63,24,5,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Thomas_Enqvist_ATC2010.jpg/330px-Thomas_Enqvist_ATC2010.jpg
Javier Frana,ARG,1995,26,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Javier_Frana_en_2017.jpg/330px-Javier_Frana_en_2017.jpg
Guy Forget,FRA,1995,19,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Guy_Forget_%28cropped%29_2.jpg/330px-Guy_Forget_%28cropped%29_2.jpg
Greg Rusedski,GBR,1995,36,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Greg_Rusedski_2014.jpg/330px-Greg_Rusedski_2014.jpg
Pete Sampras,USA,1995,72,17,5,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pete_Sampras_Champions_Shootout_2.jpg/330px-Pete_Sampras_Champions_Shootout_2.jpg
Karsten Braasch,GER,1995,9,17,0,0,https://upload.wikimedia.org/wikipedia/commons/a/a6/Braasch_1987.jpg
Fernando Meligeni,BRA,1995,24,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Meligeni.jpg/330px-Meligeni.jpg
Mark Philippoussis,AUS,1995,26,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Mark_Philippoussis_%282023_US_Open%29_01_%28cropped%29.jpg/330px-Mark_Philippoussis_%282023_US_Open%29_01_%28cropped%29.jpg
Jerome Golmard,FRA,1995,7,11,0,0,https://upload.wikimedia.org/wikipedia/en/9/95/J%C3%A9r%C3%B4me_Golmard.jpg
Carsten Arriens,GER,1995,9,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Carsten_Arriens_-_TK_Kurhaus_Aachen_%282011-08-14%29_%28cropped%29.jpg/330px-Carsten_Arriens_-_TK_Kurhaus_Aachen_%282011-08-14%29_%28cropped%29.jpg
Hernan Gumy,ARG,1995,25,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Hernan_Gumy.JPG/330px-Hernan_Gumy.JPG
Carlos Moya,ESP,1995,11,7,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Carlos_moya_cincyATP07_QF_1.jpg/330px-Carlos_moya_cincyATP07_QF_1.jpg
Tim Henman,GBR,1996,42,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Tim_Henman_2006_Australian_Open.JPG/330px-Tim_Henman_2006_Australian_Open.JPG
Michael Stich,GER,1996,25,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Michael_Stich_%28cropped%29.jpg/330px-Michael_Stich_%28cropped%29.jpg
Malivai Washington,USA,1996,33,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/MaliVai_Washington_at_the_2010_US_Open_01.jpg/330px-MaliVai_Washington_at_the_2010_US_Open_01.jpg
Richard Krajicek,NED,1996,46,28,1,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Richard_Krajicek_%287490710038%29.jpg/330px-Richard_Krajicek_%287490710038%29.jpg
Boris Becker,GER,1996,42,15,5,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Boris_Becker_-_240422_174721_%28cropped%29.jpg/330px-Boris_Becker_-_240422_174721_%28cropped%29.jpg
Jason Stoltenberg,AUS,1996,37,27,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Roland_Garros_20140531_Jason_Stoltenberg.jpg/330px-Roland_Garros_20140531_Jason_Stoltenberg.jpg
Jakob Hlasek,SUI,1996,25,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/HlasekJ.jpg/330px-HlasekJ.jpg
Cedric Pioline,FRA,1996,44,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Cedric_Pioline_%284998831271%29.jpg/330px-Cedric_Pioline_%284998831271%29.jpg
Jim Courier,USA,1996,28,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Jim_Courier_2007.jpg/330px-Jim_Courier_2007.jpg
Marc Rosset,SUI,1996,39,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/RossetM.jpg/330px-RossetM.jpg
Yevgeny Kafelnikov,RUS,1996,80,25,4,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg/330px-Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg
Alex Corretja,ESP,1996,37,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/%C3%80lex_Corretja_in_2009.jpg/330px-%C3%80lex_Corretja_in_2009.jpg
Mark Woodforde,AUS,1996,32,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Mark_Woodforde2010.jpg/330px-Mark_Woodforde2010.jpg
Andre Agassi,USA,1996,38,14,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Andre_Agassi_%282011%29.jpg/330px-Andre_Agassi_%282011%29.jpg
Goran Ivanisevic,CRO,1996,77,26,5,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Goran_Ivanisevic_Vienna_2016.jpg/330px-Goran_Ivanisevic_Vienna_2016.jpg
Mikael Tillstrom,SWE,1996,24,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/MikaelTillstr%C3%B6m.jpg/330px-MikaelTillstr%C3%B6m.jpg
Mark Philippoussis,AUS,1996,35,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Mark_Philippoussis_%282023_US_Open%29_01_%28cropped%29.jpg/330px-Mark_Philippoussis_%282023_US_Open%29_01_%28cropped%29.jpg
Richey Reneberg,USA,1996,38,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Richey_Reneberg.png/330px-Richey_Reneberg.png
Jan Siemerink,NED,1996,36,30,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Jan_Siemerink.jpg/330px-Jan_Siemerink.jpg
Stefan Edberg,SWE,1996,46,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Stefan_Edberg_2012-04-25_001.jpg/330px-Stefan_Edberg_2012-04-25_001.jpg
Greg Rusedski,GBR,1996,42,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Greg_Rusedski_2014.jpg/330px-Greg_Rusedski_2014.jpg
Carlos Moya,ESP,1996,44,28,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Carlos_moya_cincyATP07_QF_1.jpg/330px-Carlos_moya_cincyATP07_QF_1.jpg
Hernan Gumy,ARG,1996,31,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Hernan_Gumy.JPG/330px-Hernan_Gumy.JPG
Arnaud Boetsch,FRA,1996,31,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Arnaud_Boetsch_RG_2005.jpg/330px-Arnaud_Boetsch_RG_2005.jpg
Bohdan Ulihrach,CZE,1996,35,33,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Bohdan_Ulihrach_2013.JPG/330px-Bohdan_Ulihrach_2013.JPG
Todd Woodbridge,AUS,1996,37,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Woodbridge_Wimbledon_2004.jpg/330px-Woodbridge_Wimbledon_2004.jpg
Pete Sampras,USA,1996,66,12,8,1,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pete_Sampras_Champions_Shootout_2.jpg/330px-Pete_Sampras_Champions_Shootout_2.jpg
Wayne Ferreira,RSA,1996,49,28,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Wayne_Ferreira_ATC2010.jpg/330px-Wayne_Ferreira_ATC2010.jpg
Todd Martin,USA,1996,55,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Todd_Martin_2008.jpg/330px-Todd_Martin_2008.jpg
Thomas Enqvist,SWE,1996,58,29,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Thomas_Enqvist_ATC2010.jpg/330px-Thomas_Enqvist_ATC2010.jpg
Albert Costa,ESP,1996,52,29,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Albert_Costa_2_%28cropped%29.jpg/330px-Albert_Costa_2_%28cropped%29.jpg
Thomas Muster,AUT,1996,68,21,7,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/%C3%963-Wecker-Tennis-Challenge_26_10_2016-10_%28cropped%29.jpg/330px-%C3%963-Wecker-Tennis-Challenge_26_10_2016-10_%28cropped%29.jpg
Marcelo Rios,CHI,1996,58,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Marcelo_Rios_2004.jpg/330px-Marcelo_Rios_2004.jpg
Michael Chang,USA,1996,65,19,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Michael_Chang.jpg/330px-Michael_Chang.jpg
Fabrice Santoro,FRA,1996,6,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Santoro_Roland_Garros_2009_1.jpg/330px-Santoro_Roland_Garros_2009_1.jpg
Jerome Golmard,FRA,1996,3,14,0,0,https://upload.wikimedia.org/wikipedia/en/9/95/J%C3%A9r%C3%B4me_Golmard.jpg
Nicolas Lapentti,ECU,1996,16,19,0,0,https://upload.wikimedia.org/wikipedia/commons/3/36/N_Lapentti_2009_Davis_Cup_1.jpg
Sjeng Schalken,NED,1996,26,26,1,0,https://upload.wikimedia.org/wikipedia/commons/8/89/Sjeng_Schalken.jpg
Andrei Cherkasov,RUS,1996,3,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/CherkasovAG.jpg/330px-CherkasovAG.jpg
Shuzo Matsuoka,JPN,1996,13,26,0,0,https://upload.wikimedia.org/wikipedia/commons/e/eb/Shuzo_Matsuoka.jpg
Emilio Sanchez,ESP,1996,7,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Emilio_S%C3%A1nchez_Vicario_%28cropped%29.jpg/330px-Emilio_S%C3%A1nchez_Vicario_%28cropped%29.jpg
Kenneth Carlsen,DEN,1996,20,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Kenneth_Carlsen_BogForum_Forum_Copenhagen.JPG/330px-Kenneth_Carlsen_BogForum_Forum_Copenhagen.JPG
Fernando Meligeni,BRA,1996,21,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Meligeni.jpg/330px-Meligeni.jpg
David Wheaton,USA,1996,12,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/David_Wheaton.jpg/330px-David_Wheaton.jpg
Karim Alami,MAR,1996,17,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Alami.jpg/330px-Alami.jpg
Lionel Roux,FRA,1996,14,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lionel_Roux.JPG/330px-Lionel_Roux.JPG
Thomas Johansson,SWE,1996,28,21,0,0,https://upload.wikimedia.org/wikipedia/commons/d/da/Thomas_Johansson_2_%28cropped%29.jpg
Jacco Eltingh,NED,1996,5,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Jacco_eltingh-1567109346.jpeg/330px-Jacco_eltingh-1567109346.jpeg
Guy Forget,FRA,1996,26,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Guy_Forget_%28cropped%29_2.jpg/330px-Guy_Forget_%28cropped%29_2.jpg
Patrick Rafter,AUS,1996,25,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Pat_Rafter_AO_party_15.png/330px-Pat_Rafter_AO_party_15.png
Magnus Norman,SWE,1996,13,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Norman_M._WM13-003.JPG/330px-Norman_M._WM13-003.JPG
Jiri Novak,CZE,1996,31,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Tenista_Ji%C5%99%C3%AD_Nov%C3%A1k_na_VIP_turnaji_osobnost%C3%AD_ve_Zl%C3%ADn%C4%9B.jpg/330px-Tenista_Ji%C5%99%C3%AD_Nov%C3%A1k_na_VIP_turnaji_osobnost%C3%AD_ve_Zl%C3%ADn%C4%9B.jpg
Christian Ruud,NOR,1996,26,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Christian_Ruud_backhand.jpg/330px-Christian_Ruud_backhand.jpg
Javier Frana,ARG,1996,26,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Javier_Frana_en_2017.jpg/330px-Javier_Frana_en_2017.jpg
Daniel Nestor,CAN,1996,11,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Daniel_Nestor%2C_Canada_vs._The_Netherlands_Davis_Cup_%28Sept._2018%29.jpg/330px-Daniel_Nestor%2C_Canada_vs._The_Netherlands_Davis_Cup_%28Sept._2018%29.jpg
Johan Van Herck,BEL,1996,18,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Johan_Van_Herck_Davis_Cup.png/330px-Johan_Van_Herck_Davis_Cup.png
Martin Damm,CZE,1996,34,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Damm_and_Lindstedt_2009_US_Open_01.jpg/330px-Damm_and_Lindstedt_2009_US_Open_01.jpg
Jonas Bjorkman,SWE,1996,25,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Jonas_Bj%C3%B6rkman_2014.jpg/330px-Jonas_Bj%C3%B6rkman_2014.jpg
Petr Korda,CZE,1996,42,20,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Petr_Korda_%282024_US_Open%29_01.jpg/330px-Petr_Korda_%282024_US_Open%29_01.jpg
Vincent Spadea,USA,1996,27,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Spadea_2009_Delray_2.jpg/330px-Spadea_2009_Delray_2.jpg
Hicham Arazi,MAR,1996,14,17,0,0,https://upload.wikimedia.org/wikipedia/commons/4/44/Hicham_Arazi.jpg
Younes El Aynaoui,MAR,1996,15,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Aynaoui.jpg/330px-Aynaoui.jpg
Andrei Olhovskiy,RUS,1996,21,19,1,0,https://upload.wikimedia.org/wikipedia/commons/2/23/Olkhovsky_2009.jpg
Leander Paes,IND,1996,14,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Paes_US16_%2811%29_%2829569576630%29.jpg/330px-Paes_US16_%2811%29_%2829569576630%29.jpg
Mark Knowles,BAH,1996,13,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Knowles_2009_US_Open_01.jpg/330px-Knowles_2009_US_Open_01.jpg
Gustavo Kuerten,BRA,1996,12,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Guga_Kuerten.jpg/330px-Guga_Kuerten.jpg
Chris Woodruff,USA,1996,20,18,0,0,https://upload.wikimedia.org/wikipedia/commons/0/0b/ChrisWoodruff_-_Headshot.jpg
Mats Wilander,SWE,1996,7,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Eurosport_Studio_Australian_Open_2014_007.jpg/330px-Eurosport_Studio_Australian_Open_2014_007.jpg
Mariano Zabaleta,ARG,1996,9,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Mariano_Zabaleta.JPG/330px-Mariano_Zabaleta.JPG
Yevgeny Kafelnikov,RUS,1997,55,27,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg/330px-Yevgeny_Kafelnikov_in_2023_-_01_%28cropped%29.jpg
