name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Aleksandra Wozniak,CAN,2008,22,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Aleksandra_Wozniak_2012_Budapest.JPG/330px-Aleksandra_Wozniak_2012_Budapest.JPG
Catalina Castano,COL,2008,8,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Castano_RG13_%283%29_%289361812304%29.jpg/330px-Castano_RG13_%283%29_%289361812304%29.jpg
Stephanie Dubois,CAN,2008,8,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/StephanieDubois_2011_2.jpg/330px-StephanieDubois_2011_2.jpg
Casey Dellacqua,AUS,2008,20,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Casey_Dellacqua_5%2C_2015_Wimbledon_Championships_-_Diliff.jpg/330px-Casey_Dellacqua_5%2C_2015_Wimbledon_Championships_-_Diliff.jpg
Marina Erakovic,NZL,2008,20,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Erakovic_US16_%2827%29_%2829827950946%29.jpg/330px-Erakovic_US16_%2827%29_%2829827950946%29.jpg
Su Wei Hsieh,TPE,2008,6,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Hsieh_WM19_%2822%29_%2848521999377%29.jpg/330px-Hsieh_WM19_%2822%29_%2848521999377%29.jpg
Tamarine Tanasugarn,THA,2008,20,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Tanasugarn_RG13_%288%29_%289425891746%29_%28cropped%29.jpg/330px-Tanasugarn_RG13_%288%29_%289425891746%29_%28cropped%29.jpg
Akgul Amanmuradova,UZB,2008,17,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Amanmuradova_WMQ15_%2819952424835%29.jpg/330px-Amanmuradova_WMQ15_%2819952424835%29.jpg
Yung Jan Chan,TPE,2008,16,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Chan_L._RG19_%284%29_%2848199371941%29.jpg/330px-Chan_L._RG19_%284%29_%2848199371941%29.jpg
Kaia Kanepi,EST,2008,33,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Kanepi_RG22_%2812%29_%2852144307329%29.jpg/330px-Kanepi_RG22_%2812%29_%2852144307329%29.jpg
Maret Ani,EST,2008,6,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Maret_Ani_and_Andreea_Vanc.JPG/330px-Maret_Ani_and_Andreea_Vanc.JPG
Mariya Koryttseva,UKR,2008,20,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dushevina_Koryttseva_2008.jpg/330px-Dushevina_Koryttseva_2008.jpg
Karin Knapp,ITA,2008,11,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Knapp_US16_%285%29_%2829780159811%29.jpg/330px-Knapp_US16_%285%29_%2829780159811%29.jpg
Amelie Mauresmo,FRA,2008,32,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Amelie_Mauresmo_at_the_Aegon_Championships_2014.jpg/330px-Amelie_Mauresmo_at_the_Aegon_Championships_2014.jpg
Ayumi Morita,JPN,2008,6,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Morita_WMQ15_%286%29_%2819944379432%29.jpg/330px-Morita_WMQ15_%286%29_%2819944379432%29.jpg
Ai Sugiyama,JPN,2008,26,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/AI_SUGIYAMA_%283244568073%29.jpg/330px-AI_SUGIYAMA_%283244568073%29.jpg
Gisela Dulko,ARG,2008,20,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Gisela_Dulko_Rome_2009.jpg/330px-Gisela_Dulko_Rome_2009.jpg
Angelique Kerber,GER,2008,7,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Australian_Open_2020_%2849836755508%29_%28cropped%29.jpg/330px-Australian_Open_2020_%2849836755508%29_%28cropped%29.jpg
Petra Kvitova,CZE,2008,14,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Petra_Kvitov%C3%A1_Maud_Watson_trophy_2018.jpg/330px-Petra_Kvitov%C3%A1_Maud_Watson_trophy_2018.jpg
Lucie Safarova,CZE,2008,17,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Safarova_WM18_%2826%29_%2830063191738%29.jpg/330px-Safarova_WM18_%2826%29_%2830063191738%29.jpg
Iveta Benesova,CZE,2008,22,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/N%C3%BCrnberger_Versicherungscup_2014-Iveta_Melzer_by_2eight_DSC2265_%28cropped%29.jpg/330px-N%C3%BCrnberger_Versicherungscup_2014-Iveta_Melzer_by_2eight_DSC2265_%28cropped%29.jpg
Sybille Bammer,AUT,2008,29,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Sybelle-bammer-2009usopen.png/330px-Sybelle-bammer-2009usopen.png
Tamira Paszek,AUT,2008,16,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Paszek_POI21_%282%29_%2851712946732%29.jpg/330px-Paszek_POI21_%282%29_%2851712946732%29.jpg
Jill Craybas,USA,2008,22,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Craybas_WMQ13-010.jpg/330px-Craybas_WMQ13-010.jpg
Serena Williams,USA,2008,44,9,4,1,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Guests_at_the_2026_Met_Gala_209_%28cropped%29.jpg/330px-Guests_at_the_2026_Met_Gala_209_%28cropped%29.jpg
Samantha Stosur,AUS,2008,18,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Stosur_WM19_%281%29_%2848521876427%29.jpg/330px-Stosur_WM19_%281%29_%2848521876427%29.jpg
Daniela Hantuchova,SVK,2008,22,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Daniela_Hantuchov%C3%A1_3%2C_2015_Wimbledon_Championships_-_Diliff.jpg/330px-Daniela_Hantuchov%C3%A1_3%2C_2015_Wimbledon_Championships_-_Diliff.jpg
Elena Dementieva,RUS,2008,56,17,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Elena_Dementieva_at_the_2010_US_Open_02.jpg/330px-Elena_Dementieva_at_the_2010_US_Open_02.jpg
Venus Williams,USA,2008,40,11,3,1,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Venus_Williams_%282025_DC_Open%29_crop.jpg/330px-Venus_Williams_%282025_DC_Open%29_crop.jpg
Timea Bacsinszky,SUI,2008,13,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Timea_Bacsinszky_%2844273613155%29.jpg/330px-Timea_Bacsinszky_%2844273613155%29.jpg
Sania Mirza,IND,2008,11,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Sania_Mirza_in_Tennis_Premier_League_2021.jpg/330px-Sania_Mirza_in_Tennis_Premier_League_2021.jpg
Victoria Azarenka,BLR,2008,40,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Victoria_Azarenka_%282024_DC_Open%29_02_%28cropped%29.jpg/330px-Victoria_Azarenka_%282024_DC_Open%29_02_%28cropped%29.jpg
Tatiana Perebiynis,UKR,2008,9,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Tatiana_Perebiynis_-_Stockholm_2008.jpg/330px-Tatiana_Perebiynis_-_Stockholm_2008.jpg
Eleni Daniilidou,GRE,2008,8,9,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Eleni_Daniilidou_001_2014_N%C3%BCrnberger_Versicherungscup_20-05-2014.jpg/330px-Eleni_Daniilidou_001_2014_N%C3%BCrnberger_Versicherungscup_20-05-2014.jpg
Maria Jose Martinez Sanchez,ESP,2008,7,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Martinez_Sanchez_RG18_%289%29_%2842929379162%29.jpg/330px-Martinez_Sanchez_RG18_%289%29_%2842929379162%29.jpg
Klara Koukalova,CZE,2008,21,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Klara_Zakopalova_%289100843613%29_%28cropped%29.jpg/330px-Klara_Zakopalova_%289100843613%29_%28cropped%29.jpg
Pauline Parmentier,FRA,2008,17,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Parmentier_WM19_%2819%29_%2848521736456%29.jpg/330px-Parmentier_WM19_%2819%29_%2848521736456%29.jpg
Marta Domachowska,POL,2008,14,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Domachowska_MA14_%286%29_%2814425094754%29.jpg/330px-Domachowska_MA14_%286%29_%2814425094754%29.jpg
Justine Henin,BEL,2008,17,4,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Justine_Henin.JPG/330px-Justine_Henin.JPG
Emilie Loit,FRA,2008,5,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/LOIT_Emilie_%28cropped%29.jpg/330px-LOIT_Emilie_%28cropped%29.jpg
Aravane Rezai,FRA,2008,14,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Rezai_POI21_%2851713737871%29.jpg/330px-Rezai_POI21_%2851713737871%29.jpg
Stephanie Cohen Aloro,FRA,2008,6,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Stephanie-cohen-aloro-usopen-2007.jpg/330px-Stephanie-cohen-aloro-usopen-2007.jpg
Julie Ditty,USA,2008,3,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Julie_Ditty_hitting_ball_Albuquerque_2008.jpg/330px-Julie_Ditty_hitting_ball_Albuquerque_2008.jpg
Julia Vakulenko,UKR,2008,3,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Julia-vakulenko.png/330px-Julia-vakulenko.png
Edina Gallovits Hall,ROU,2008,13,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Edina_Gallovits-Hall_%2824756055486%29.jpg/330px-Edina_Gallovits-Hall_%2824756055486%29.jpg
Yaroslava Shvedova,KAZ,2008,6,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Shvedova_US16_%288%29_%2829235551494%29.jpg/330px-Shvedova_US16_%288%29_%2829235551494%29.jpg
Raluca Olaru,ROU,2008,6,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Olaru_RG18_%289%29_%2842077294955%29.jpg/330px-Olaru_RG18_%289%29_%2842077294955%29.jpg
Camille Pin,FRA,2008,16,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Camille_Pin_2006_Australian_Open.JPG/330px-Camille_Pin_2006_Australian_Open.JPG
Maria Elena Camerin,ITA,2008,5,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/N%C3%BCrnberger_Versicherungscup_2014_-_Qualifikation_1.Runde_-_Maria_Elena_Camerin_20_cropped_02.jpg/330px-N%C3%BCrnberger_Versicherungscup_2014_-_Qualifikation_1.Runde_-_Maria_Elena_Camerin_20_cropped_02.jpg
Marion Bartoli,FRA,2008,30,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Valais_Cup_2013_-_OM-FC_Porto_13-07-2013_-_Marion_Bartoli.jpg/330px-Valais_Cup_2013_-_OM-FC_Porto_13-07-2013_-_Marion_Bartoli.jpg
Alla Kudryavtseva,RUS,2008,12,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Kudryavtseva_US16_%2811%29_%2829827733466%29.jpg/330px-Kudryavtseva_US16_%2811%29_%2829827733466%29.jpg
Katarina Srebotnik,SLO,2008,41,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Srebotnik_US16_%2810%29_%2829235402614%29.jpg/330px-Srebotnik_US16_%2810%29_%2829235402614%29.jpg
Anastasia Rodionova,AUS,2008,8,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Rodionova_An._WM17_%285%29_%2835793475310%29.jpg/330px-Rodionova_An._WM17_%285%29_%2835793475310%29.jpg
Tathiana Garbin,ITA,2008,14,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Garbin_2009_US_Open_01.jpg/330px-Garbin_2009_US_Open_01.jpg
Alisa Kleybanova,RUS,2008,17,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kleybanova_WM14_%2833%29_%2814457166657%29.jpg/330px-Kleybanova_WM14_%2833%29_%2814457166657%29.jpg
Michaella Krajicek,NED,2008,3,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Krajicek_M._WMQ16_%2811%29_%2828107246912%29.jpg/330px-Krajicek_M._WMQ16_%2811%29_%2828107246912%29.jpg
Maria Kirilenko,RUS,2008,34,22,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Maria_Kirilenko_%2815132126461%29.jpg/330px-Maria_Kirilenko_%2815132126461%29.jpg
Virginia Ruano Pascual,ESP,2008,9,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Virginia_Ruano_Pascual-2009-Sep-06.jpg/330px-Virginia_Ruano_Pascual-2009-Sep-06.jpg
Nadia Petrova,RUS,2008,47,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Petrova_cincy_2008.JPG/330px-Petrova_cincy_2008.JPG
Olga Savchuk,UKR,2008,8,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Savchuk_WMQ14_%283%29_%2814626917803%29.jpg/330px-Savchuk_WMQ14_%283%29_%2814626917803%29.jpg
Bethanie Mattek Sands,USA,2008,19,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Mattek_Sands_WM19_%286%29_%2848521786911%29.jpg/330px-Mattek_Sands_WM19_%286%29_%2848521786911%29.jpg
Vera Dushevina,RUS,2008,12,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Dushevina_RG15_%284%29_%2818687477783%29.jpg/330px-Dushevina_RG15_%284%29_%2818687477783%29.jpg
Anastasia Pavlyuchenkova,RUS,2008,10,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Nastia_Pavlyuchenkova_%282023_US_Open%29_19_%28cropped%29.jpg/330px-Nastia_Pavlyuchenkova_%282023_US_Open%29_19_%28cropped%29.jpg
Ekaterina Bychkova,RUS,2008,5,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Ekaterina_Bychkova_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/330px-Ekaterina_Bychkova_2%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg
Galina Voskoboeva,KAZ,2008,8,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Voskoboeva_RG13_%2822%29_%289377137454%29.jpg/330px-Voskoboeva_RG13_%2822%29_%289377137454%29.jpg
Melinda Czink,HUN,2008,10,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/MELINDA_CZINK_%286704378443%29.jpg/330px-MELINDA_CZINK_%286704378443%29.jpg
Svetlana Kuznetsova,RUS,2009,43,17,3,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2014_US_Open_%28Tennis%29_-_Tournament_-_Svetlana_Kuznetsova_%2815085701785%29_%28cropped%29.jpg/330px-2014_US_Open_%28Tennis%29_-_Tournament_-_Svetlana_Kuznetsova_%2815085701785%29_%28cropped%29.jpg
Elena Dementieva,RUS,2009,56,18,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Elena_Dementieva_at_the_2010_US_Open_02.jpg/330px-Elena_Dementieva_at_the_2010_US_Open_02.jpg
Anna Chakvetadze,RUS,2009,15,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/ANNA_Chakvetadze.jpg/330px-ANNA_Chakvetadze.jpg
Alisa Kleybanova,RUS,2009,32,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kleybanova_WM14_%2833%29_%2814457166657%29.jpg/330px-Kleybanova_WM14_%2833%29_%2814457166657%29.jpg
Flavia Pennetta,ITA,2009,57,24,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Pennetta_RG15_%281%29_%2819300934912%29.jpg/330px-Pennetta_RG15_%281%29_%2819300934912%29.jpg
Amelie Mauresmo,FRA,2009,27,14,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Amelie_Mauresmo_at_the_Aegon_Championships_2014.jpg/330px-Amelie_Mauresmo_at_the_Aegon_Championships_2014.jpg
Francesca Schiavone,ITA,2009,39,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Schiavone_EBN17_%284%29_%2835844740046%29.jpg/330px-Schiavone_EBN17_%284%29_%2835844740046%29.jpg
Alize Cornet,FRA,2009,20,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Cornet_WM19_%284%29_%2848522046997%29.jpg/330px-Cornet_WM19_%284%29_%2848522046997%29.jpg
Sara Errani,ITA,2009,26,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Errani_WMQ22_%2814%29_%2852190176812%29_%28cropped%29.jpg/330px-Errani_WMQ22_%2814%29_%2852190176812%29_%28cropped%29.jpg
Jill Craybas,USA,2009,13,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Craybas_WMQ13-010.jpg/330px-Craybas_WMQ13-010.jpg
Gisela Dulko,ARG,2009,30,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Gisela_Dulko_Rome_2009.jpg/330px-Gisela_Dulko_Rome_2009.jpg
Melanie Oudin,USA,2009,12,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Oudin_US16_%282%29_%2829235637624%29.jpg/330px-Oudin_US16_%282%29_%2829235637624%29.jpg
Petra Kvitova,CZE,2009,21,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Petra_Kvitov%C3%A1_Maud_Watson_trophy_2018.jpg/330px-Petra_Kvitov%C3%A1_Maud_Watson_trophy_2018.jpg
Carla Suarez Navarro,ESP,2009,29,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Suarez_Navarro_WM19_%2811%29_%2848521709586%29.jpg/330px-Suarez_Navarro_WM19_%2811%29_%2848521709586%29.jpg
Nuria Llagostera Vives,ESP,2009,9,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Nuria_Llagostera_Vives_Allianz_Cup_1_%28cropped%29.jpg/330px-Nuria_Llagostera_Vives_Allianz_Cup_1_%28cropped%29.jpg
Iveta Benesova,CZE,2009,29,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/N%C3%BCrnberger_Versicherungscup_2014-Iveta_Melzer_by_2eight_DSC2265_%28cropped%29.jpg/330px-N%C3%BCrnberger_Versicherungscup_2014-Iveta_Melzer_by_2eight_DSC2265_%28cropped%29.jpg
Lucie Safarova,CZE,2009,34,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Safarova_WM18_%2826%29_%2830063191738%29.jpg/330px-Safarova_WM18_%2826%29_%2830063191738%29.jpg
Dominika Cibulkova,SVK,2009,23,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Cibulkova_RG19_%285%29_%2848199419602%29.jpg/330px-Cibulkova_RG19_%285%29_%2848199419602%29.jpg
Kirsten Flipkens,BEL,2009,9,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flipkens_RG19_%284%29_%2848199369822%29.jpg/330px-Flipkens_RG19_%284%29_%2848199369822%29.jpg
Daniela Hantuchova,SVK,2009,39,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Daniela_Hantuchov%C3%A1_3%2C_2015_Wimbledon_Championships_-_Diliff.jpg/330px-Daniela_Hantuchov%C3%A1_3%2C_2015_Wimbledon_Championships_-_Diliff.jpg
Yanina Wickmayer,BEL,2009,34,18,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Wickmayer_WMQ22_%2835%29_%2852191130673%29.jpg/330px-Wickmayer_WMQ22_%2835%29_%2852191130673%29.jpg
Patty Schnyder,SUI,2009,23,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Schnyder_Roland_Garros_2009_1.jpg/330px-Schnyder_Roland_Garros_2009_1.jpg
Anna Lena Groenefeld,GER,2009,20,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Groenefeld_MA14_%287%29_%2814446344523%29.jpg/330px-Groenefeld_MA14_%287%29_%2814446344523%29.jpg
Sabine Lisicki,GER,2009,31,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Lisicki_WMQ19_%287%29.jpg/330px-Lisicki_WMQ19_%287%29.jpg
Timea Bacsinszky,SUI,2009,17,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Timea_Bacsinszky_%2844273613155%29.jpg/330px-Timea_Bacsinszky_%2844273613155%29.jpg
Ana Ivanovic,SRB,2009,25,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ana_Ivanovic_%2824401004824%29.jpg/330px-Ana_Ivanovic_%2824401004824%29.jpg
Ai Sugiyama,JPN,2009,10,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/AI_SUGIYAMA_%283244568073%29.jpg/330px-AI_SUGIYAMA_%283244568073%29.jpg
Jelena Jankovic,SRB,2009,46,19,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Jankovic_US16_%2815%29_%2829862974315%29.jpg/330px-Jankovic_US16_%2815%29_%2829862974315%29.jpg
Ayumi Morita,JPN,2009,11,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Morita_WMQ15_%286%29_%2819944379432%29.jpg/330px-Morita_WMQ15_%286%29_%2819944379432%29.jpg
Alona Bondarenko,UKR,2009,33,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Alona_Bondarenko_-_French_Open_2008.jpg/330px-Alona_Bondarenko_-_French_Open_2008.jpg
Shahar Peer,ISR,2009,39,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Peer_WMQ15_%282%29_%2819951866555%29.jpg/330px-Peer_WMQ15_%282%29_%2819951866555%29.jpg
Kateryna Bondarenko,UKR,2009,24,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bondarenko_WM18_%288%29_%2828995152267%29.jpg/330px-Bondarenko_WM18_%288%29_%2828995152267%29.jpg
Anastasia Pavlyuchenkova,RUS,2009,24,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Nastia_Pavlyuchenkova_%282023_US_Open%29_19_%28cropped%29.jpg/330px-Nastia_Pavlyuchenkova_%282023_US_Open%29_19_%28cropped%29.jpg
Bethanie Mattek Sands,USA,2009,7,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Mattek_Sands_WM19_%286%29_%2848521786911%29.jpg/330px-Mattek_Sands_WM19_%286%29_%2848521786911%29.jpg
Alexa Glatch,USA,2009,7,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Glatch_WM13-009_%289461200354%29.jpg/330px-Glatch_WM13-009_%289461200354%29.jpg
Akgul Amanmuradova,UZB,2009,12,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Amanmuradova_WMQ15_%2819952424835%29.jpg/330px-Amanmuradova_WMQ15_%2819952424835%29.jpg
Marina Erakovic,NZL,2009,6,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Erakovic_US16_%2827%29_%2829827950946%29.jpg/330px-Erakovic_US16_%2827%29_%2829827950946%29.jpg
Samantha Stosur,AUS,2009,44,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Stosur_WM19_%281%29_%2848521876427%29.jpg/330px-Stosur_WM19_%281%29_%2848521876427%29.jpg
Tamarine Tanasugarn,THA,2009,12,13,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Tanasugarn_RG13_%288%29_%289425891746%29_%28cropped%29.jpg/330px-Tanasugarn_RG13_%288%29_%289425891746%29_%28cropped%29.jpg
Jelena Dokic,AUS,2009,10,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/JelenaDokicUSopen2011_cropped.jpg/330px-JelenaDokicUSopen2011_cropped.jpg
Galina Voskoboeva,KAZ,2009,11,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Voskoboeva_RG13_%2822%29_%289377137454%29.jpg/330px-Voskoboeva_RG13_%2822%29_%289377137454%29.jpg
Yaroslava Shvedova,KAZ,2009,21,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Shvedova_US16_%288%29_%2829235551494%29.jpg/330px-Shvedova_US16_%288%29_%2829235551494%29.jpg
Agnes Szavay,HUN,2009,24,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Agnes_Szavay.jpg/330px-Agnes_Szavay.jpg
Anne Keothavong,GBR,2009,16,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Anne_Keothavong_8.jpg/330px-Anne_Keothavong_8.jpg
Monica Niculescu,ROU,2009,12,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Niculescu_US16_%2817%29_%2829827657216%29.jpg/330px-Niculescu_US16_%2817%29_%2829827657216%29.jpg
Sorana Cirstea,ROU,2009,22,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Transylvania_Open_2026_Final_-_Sorana_C%C3%AErstea_vs_Emma_R%C4%83ducanu_6%E2%80%930%2C_6%E2%80%932_07.02.2026_%28cropped2%29.jpg/330px-Transylvania_Open_2026_Final_-_Sorana_C%C3%AErstea_vs_Emma_R%C4%83ducanu_6%E2%80%930%2C_6%E2%80%932_07.02.2026_%28cropped2%29.jpg
Agnieszka Radwanska,POL,2009,49,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Radwanska_A._BM16_%2873%29_%2827698605341%29.jpg/330px-Radwanska_A._BM16_%2873%29_%2827698605341%29.jpg
Masa Zec Peskiric,SLO,2009,6,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Ma%C5%A1a_Zec_Pe%C5%A1kiri%C4%8D_at_the_2011_BCR_Open_Romania_Ladies.jpg/330px-Ma%C5%A1a_Zec_Pe%C5%A1kiri%C4%8D_at_the_2011_BCR_Open_Romania_Ladies.jpg
Patricia Mayr Achleitner,AUT,2009,12,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Mayr-Achleitner_WM14_%2814456967509%29.jpg/330px-Mayr-Achleitner_WM14_%2814456967509%29.jpg
Caroline Wozniacki,DEN,2009,68,25,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Caroline_Wozniacki_%2835449695422%29.jpg/330px-Caroline_Wozniacki_%2835449695422%29.jpg
Olga Govortsova,BLR,2009,28,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Olga_Govortsova_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Olga_Govortsova_%282023_US_Open%29_02_%28cropped%29.jpg
